name	path	ableton_version_full	file_size_mb	created	modified	num_tracks	ableton_version	creation_year	last_modified_year	track_types	device_types	plugins_vst	plugins_au
witch house style	./_witch house/deep synth beat [Loop] Project/witch house style.als	10.0_377	0.33	2024-11-03 00:16:11	2021-06-18 20:21:45	5	10	2024	2021	AudioTrack, MidiTrack, MasterTrack	DrumGroupDevice, InstrumentGroupDevice, Compressor2		
Trance Drummedthed  Beat [Loop]	./_witch house/deep synth beat [Loop] Project/Trance Drummedthed  Beat [Loop].als	10.0_370	0.32	2024-11-03 00:16:11	2019-05-17 17:17:17	5	10	2024	2019	AudioTrack, MidiTrack, MasterTrack	DrumGroupDevice, InstrumentGroupDevice, Compressor2		
witch house style mixed	./_witch house/deep synth beat [Loop] Project/witch house style mixed.als	10.0_377	0.41	2024-11-03 00:16:11	2021-10-18 19:39:02	5	10	2024	2021	AudioTrack, MidiTrack, MasterTrack	DrumGroupDevice, InstrumentGroupDevice, Compressor2		
dark cz100 [slow] [witch][loops]	./_witch house/dark cz100  Project/dark cz100 [slow] [witch][loops].als	10.0_377	0.05	2024-11-03 00:16:09	2020-11-10 20:34:56	13	10	2024	2020	AudioTrack, GroupTrack, ReturnTrack, MasterTrack	StereoGain, Phaser, AutoFilter, Compressor2, PluginDevice, Limiter, BeatRepeat, Eq8, Echo	GS-201, iZotope Ozone 5	
dark cz100 [slow] [witch][loops] mixdown	./_witch house/dark cz100  Project/dark cz100 [slow] [witch][loops] mixdown.als	10.0_377	0.16	2024-11-03 00:16:09	2020-11-10 20:35:12	16	10	2024	2020	AudioTrack, GroupTrack, MidiTrack, ReturnTrack, MasterTrack	StereoGain, Eq8, Phaser, AutoFilter, Compressor2, Limiter, BeatRepeat, PluginDevice, Echo, Reverb	Maschine 2, iZotope Ozone 5	
slow burner beat + guit	./_witch house/slow burner beat Project/slow burner beat + guit.als	11.0_436	0.38	2024-11-03 00:16:33	2022-06-18 16:45:23	12	11	2024	2022	MidiTrack, AudioTrack, ReturnTrack, MasterTrack	DrumGroupDevice, InstrumentGroupDevice, Eq8, UltraAnalog, AutoPan, Reverb, Compressor2, StringStudio, Collision, PluginDevice	Guitar Rig 5, iZotope Ozone 5	
chop	./_witch house/remix tyga witch house trap Project/chop.als	10.0_370	0.34	2024-11-03 00:16:12	2019-04-09 20:08:27	11	10	2024	2019	MidiTrack, AudioTrack, GroupTrack, ReturnTrack, MasterTrack	MidiArpeggiator, PluginDevice, Compressor2, AutoFilter, Eq8, DrumGroupDevice, Limiter, BeatRepeat, Reverb, CrossDelay, AudioEffectGroupDevice	Toraverb, TAL-Chorus-LX, iZotope Ozone 5	
chop 21	./_witch house/remix tyga witch house trap Project/chop 21.als	10.0_377	0.36	2024-11-03 00:16:12	2021-06-18 20:25:50	12	10	2024	2021	MidiTrack, AudioTrack, GroupTrack, ReturnTrack, MasterTrack	MidiArpeggiator, PluginDevice, Compressor2, AutoFilter, Eq8, DrumGroupDevice, Limiter, BeatRepeat, Reverb, Delay, AudioEffectGroupDevice	Toraverb, TAL-Chorus-LX, Komplete Kontrol, iZotope Ozone 5	
witch house trap [DEMO] [Loops] [witch]	./_witch house/remix tyga witch house trap Project/witch house trap [DEMO] [Loops] [witch].als	10.0_377	0.34	2024-11-03 00:16:12	2020-02-22 01:55:57	11	10	2024	2020	MidiTrack, AudioTrack, GroupTrack, ReturnTrack, MasterTrack	MidiArpeggiator, PluginDevice, Compressor2, AutoFilter, Eq8, DrumGroupDevice, Limiter, BeatRepeat, Reverb, Delay, AudioEffectGroupDevice	Toraverb, TAL-Chorus-LX, iZotope Ozone 5	
_casio demos	./_casio cheese/_casio demos.als	10.0_370	0.36	2024-11-02 23:54:35	2019-04-08 23:48:41	23	10	2024	2019	GroupTrack, AudioTrack, MidiTrack, ReturnTrack, MasterTrack	DrumGroupDevice, InstrumentGroupDevice, Operator, AudioEffectGroupDevice, Eq8, PluginDevice, GlueCompressor, Tube	iZotope Ozone 5	
casio james uncut +	./_casio cheese/casio james uncut +.als	11.0_11300	0.01	2024-11-30 19:30:44	2024-11-30 19:30:44	2	11	2024	2024	AudioTrack, MasterTrack			
cacsias jaam hot	./_casio cheese/cacsias jaam hot.als	11.0_11300	0.02	2024-11-30 19:27:38	2024-11-30 19:27:38	3	11	2024	2024	AudioTrack, MasterTrack	Echo		
trasncriptoi to midi	./_casio cheese/trasncriptoi to midi.als	11.0_11300	0.94	2024-11-30 19:55:57	2024-11-30 19:55:57	8	11	2024	2024	MidiTrack, AudioTrack, MasterTrack	InstrumentGroupDevice, StringStudio, DrumGroupDevice		
caiaso 32 jarry braz	./_casio cheese/caiaso 32 jarry braz.als	11.0_11300	0.1	2024-11-30 19:29:24	2024-11-30 19:29:03	7	11	2024	2024	AudioTrack, MidiTrack, MasterTrack	PluginDevice, AutoFilter, Echo	Maschine 2	
casio james uncut	./_casio cheese/casio james uncut.als	11.0_436	0.01	2024-11-02 23:54:35	2022-11-21 16:08:51	2	11	2024	2022	AudioTrack, MasterTrack			
blazin Trance [Short Live Set]	./_electronic nova trans hous/blazin Trance [Short Live Set] Project/blazin Trance [Short Live Set].als	10.0_370	0.27	2024-11-03 00:15:31	2018-07-27 01:01:43	15	10	2024	2018	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	Reverb, Phaser, AudioEffectGroupDevice, DrumGroupDevice, Eq8		
blazin Trance slower	./_electronic nova trans hous/blazin Trance [Short Live Set] Project/blazin Trance slower.als	10.0_377	0.28	2024-11-03 00:15:31	2020-10-13 17:47:25	15	10	2024	2020	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	Reverb, Phaser, AudioEffectGroupDevice, DrumGroupDevice, Eq8		
DEEphaus track	./_electronic nova trans hous/deephauss/DEEphaus track.als	10.0_377	0.26	2024-11-03 00:15:31	2019-09-11 22:44:53	22	10	2024	2019	GroupTrack, MidiTrack, AudioTrack, ReturnTrack, MasterTrack	DrumGroupDevice, OriginalSimpler, Delay, Reverb, AutoFilter, Resonator, Operator, Eq8, Compressor2, InstrumentImpulse, Chorus, LoungeLizard, InstrumentGroupDevice, StereoGain, UltraAnalog, MultibandDynamics, AutoPan, Overdrive, GrainDelay, Limiter		
DEEphaus DJ	./_electronic nova trans hous/deephauss/DEEphaus DJ.als	10.0_377	0.21	2024-11-03 00:15:31	2019-09-11 22:39:01	21	10	2024	2019	GroupTrack, MidiTrack, AudioTrack, ReturnTrack, MasterTrack	DrumGroupDevice, OriginalSimpler, Delay, Reverb, AutoFilter, Resonator, Operator, Eq8, Compressor2, InstrumentImpulse, Chorus, LoungeLizard, InstrumentGroupDevice, StereoGain, UltraAnalog, MultibandDynamics, AutoPan, Overdrive, GrainDelay, Limiter		
Seq. Bass Dance [Track + DJ Set] need Nerve	./_electronic nova trans hous/Seq. Bass Dance [Track ] NEED NERVE/Seq. Bass Dance [Track + DJ Set] need Nerve.als	10.0_377	0.35	2024-11-30 22:01:21	2024-11-30 22:01:10	11	10	2024	2024	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	AutoFilter, AudioEffectGroupDevice, DrumGroupDevice, Eq8		
Ambient Drone	./_electronic nova trans hous/Ambient Liftoff [Loops Set] Project/Ambient Drone.als	10.0_370	0.01	2024-11-03 00:15:27	2018-07-27 01:01:12	9	10	2024	2018	AudioTrack, MasterTrack			
ultraNova Dance Loops [Track]	./_electronic nova trans hous/_ultraNova Dance Loops [Track + DJ Set] Project/ultraNova Dance Loops [Track].als	10.0_377	0.95	2024-11-03 00:15:29	2019-09-09 01:25:22	41	10	2024	2019	GroupTrack, AudioTrack, MidiTrack, MasterTrack	AutoFilter, Compressor2, Reverb, DrumGroupDevice, PluginDevice, Delay	iZotope Alloy 2, iZotope Ozone 5	
'tohi Euro Upbeat 	./_electronic nova trans hous/'tohi Euro Upbeat Project/'tohi Euro Upbeat .als	10.0_370	0.27	2024-11-03 00:15:27	2019-04-07 22:03:06	13	10	2024	2019	AudioTrack, MidiTrack, MasterTrack	AudioEffectGroupDevice, DrumGroupDevice, Eq8		
Dance Set Live + LCD [Loops]	./_electronic nova trans hous/Dance Set Live + LCD [Loops] Project/Dance Set Live + LCD [Loops].als	10.0_370	0.29	2024-11-03 00:15:28	2018-07-27 01:02:17	9	10	2024	2018	AudioTrack, MidiTrack, MasterTrack	Compressor2, AutoFilter, Eq8, DrumGroupDevice		
